ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2022,20,PIURA,02,AYABACA,09,SICCHEZ,00278,00122,14,1,1, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,214,000,UNIDAD,24,1,178,000,2,00,356,2,28,000,8,000, 
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00279,00026,3,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,5,000,KILO,12,1,0,000, , , , ,5,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00008,2,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,3,000,QUINTAL,18,50,1,000,80,000,80, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00016,3,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,4,000,QUINTAL,18,50,2,000,80,000,160, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00048,8,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,4,000,QUINTAL,18,50,2,000,80,000,160, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00055,9,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,4,000,QUINTAL,18,50,1,000,80,000,80, ,3,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00061,10,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,3,000,QUINTAL,18,50,1,000,80,00,80, ,2,000,0,000,00
2014,20,PIURA,02,AYABACA,09,SICCHEZ,00283,00077,12,1,1,1,124.662561576355,1,1,1,1, , ,CHANCACA,4106,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000,00
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00008,1,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,40,000,KILOGRAMO,12,1,0,000, , , , ,40,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00011,2,1,1,1,128.214285714286,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00026,4,1,1,1,124.662561576355,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,100,000,QUINTAL,18,50,100,000,160,00,16000, ,0,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00034,5,1,1,1,124.662561576355,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,13,000,QUINTAL,18,50,13,000,150,00,1950, ,0,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00035,3,1,1,1,128.214285714286,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00044,4,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,60,000,KILOGRAMO,12,1,0,000, , , , ,40,000,20,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00057,7,1,1,1,124.662561576355,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00070,5,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,5,000,KILOGRAMO,12,1,0,000, , , , ,5,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00071,6,1,1,1,128.214285714286,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00071,6,1,1,1,128.214285714286,1,1,1,2,PLATANO,1171,HARINA DE PLATANO,4116,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00086,7,1,1,1,128.214285714286,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00086,7,1,1,1,128.214285714286,1,1,1,2,PLATANO,1171,HARINA DE PLATANO,4116,15,000,KILOGRAMO,12,1,0,000, , , , ,15,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00089,8,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,50,000,KILOGRAMO,12,1,0,000, , , , ,50,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00095,9,1,1,1,124.662561576355,1,1,0,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,3,000,QUINTAL,18,50,2,000,130,00,260, ,1,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00103,10,1,1,1,124.662561576355,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,66,000,QUINTAL,18,50,66,000,140,00,9240, ,0,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00119,9,1,1,1,128.214285714286,1,1,1,1,CAÑA DE AZUCAR PARA AZUCAR,2808,GUARAPO,4111,15,000,LITRO,14,1,0,000, , , , ,15,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00128,10,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,12,000,KILOGRAMO,12,1,0,000, , , , ,12,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00138,11,1,1,1,128.214285714286,1,1,1,1,CAÑA DE AZUCAR PARA AZUCAR,2808,GUARAPO,4111,15,000,LITRO,14,1,0,000, , , , ,15,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00138,11,1,1,1,128.214285714286,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00142,12,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,5,000,KILOGRAMO,12,1,0,000, , , , ,5,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00152,13,1,1,1,124.662561576355,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,85,000,QUINTAL,18,50,85,000,140,00,11900, ,0,000,0,000, 
2018,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00153,14,1,1,1,124.662561576355,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,22,000,QUINTAL,18,50,16,000,130,00,2080, ,5,000,1,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00155,13,1,1,1,128.214285714286,1,1,1,1,PLATANO,1171,HARINA DE PLATANO,4116,5,000,KILOGRAMO,12,1,0,000, , , , ,5,000,0,000, 
2021,20,PIURA,02,AYABACA,09,SICCHEZ,00284,00162,14,1,1,1,128.214285714286,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,500,QUINTAL,18,50,0,000, , , , ,0,500,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00285,00071,7,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,000,QUINTAL,18,50,0,000, , , , ,2,000,0,000, 
2016,20,PIURA,02,AYABACA,01,AYABACA,00285,00136,12,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,CHICHA,4107,50,000,LITRO,14,1,0,000, , , , ,50,000,0,000, 
2016,20,PIURA,02,AYABACA,01,AYABACA,00285,00154,14,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,0,500,QUINTAL,18,46,0,250,80,00,20, ,0,250,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00004,0001,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,14,000,QUINTAL,18,50,10,000,100,000,1000, ,4,000,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00286,00009,1,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,8,000,KILO,12,1,0,000, , , , ,8,000,0,000, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00286,00018,2,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,6,000,QUINTAL,18,45,2,000,50,00,100, ,4,000,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00286,00037,3,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,QUINTAL,18,50,0,000, , , , ,0,980,0,020, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00286,00037,3,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA ALCOHOL,2807,CHANCACA,4106,20,000,KILO,12,1,0,000, , , , ,20,000,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00286,00041,4,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,KILO,12,1,0,000, , , , ,3,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00051,0006,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,4,000,QUINTAL,18,50,2,000,100,000,200, ,2,000,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,1440,000,LATA,13,18,1440,000,25,00,36000, ,0,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,38,000,SACO,19,50,35,000,180,00,6300,3.6,3,000,0,000, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,20,000,QUINTAL,18,45,13,000,140,00,1820, ,7,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00068,0007,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA AZUCAR,                                    2808,CHANCACA,4106,13,000,QUINTAL,18,50,10,000,120,000,1200, ,3,000,0,000, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00286,00076,7,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,14,000,QUINTAL,18,45,9,000,140,00,1260, ,5,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00286,00076,7,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,0,750,ARROBA,1,11.5,0,000, , , , ,0,750,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00286,00089,8,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00286,00111,11,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,57,000,QUINTAL,18,50,0,000, , , , ,57,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00121,0011,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,7,000,QUINTAL,18,50,5,000,100,000,500, ,2,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00124,0012,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,9,000,QUINTAL,18,50,5,000,100,000,500, ,4,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00136,0013,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA AZUCAR,                                    2808,CHANCACA,4106,3,000,QUINTAL,18,50,0,000, , , , ,3,000,0,000, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00286,00141,13,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,0,500,QUINTAL,18,46,0,000, , , , ,0,500,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00286,00141,13,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,000,QUINTAL,18,50,0,000, , , , ,1,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00286,00152,0014,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,8,000,QUINTAL,18,50,5,000,100,000,500, ,3,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00005,1,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00029,2,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,2,000,QUINTAL,18,46,0,000, , , , ,2,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00037,3,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,15,000,KILOGRAMO,12,1,0,000, , , , ,15,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00046,3,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,000,QUINTAL,18,46,0,000, , , , ,1,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00052,4,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,12,000,KILOGRAMO,12,1,0,000, , , , ,12,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00058,5,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,25,000,KILOGRAMO,12,1,0,000, , , , ,25,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00069,6,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,15,000,KILOGRAMO,12,1,0,000, , , , ,15,000,0,000, 
2018,20,PIURA,02,AYABACA,01,AYABACA,00291,00072,5,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00078,5,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,500,QUINTAL,18,46,0,000, , , , ,2,500,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00078,5,1,2,4,73.3803571428572,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,1,500,QUINTAL,18,46,0,000, , , , ,1,500,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00084,7,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,8,000,KILOGRAMO,12,1,0,000, , , , ,8,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00093,6,1,2,4,73.3803571428572,1,1,0,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,2,000,QUINTAL,18,46,0,000, , , , ,2,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00099,8,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,15,000,KILOGRAMO,12,1,0,000, , , , ,15,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00126,10,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,000,QUINTAL,18,46,0,000, , , , ,1,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00133,8,1,2,4,73.3803571428572,1,1,1,2,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115,1,000,QUINTAL,18,46,0,000, , , , ,1,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00141,11,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00151,9,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,4,000,LATA,13,18,0,000, , , , ,4,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00179,13,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,20,000,KILOGRAMO,12,1,0,000, , , , ,20,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00291,00198,14,1,2,4,80.3461538461539,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,10,000,KILOGRAMO,12,1,0,000, , , , ,10,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00291,00206,13,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,1,500,QUINTAL,18,46,0,000, , , , ,1,500,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00001,1,1,2, , ,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,2,500,SACO,19,50,0,000, , , , ,2,000,0,500, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00009,2,1,2, , ,1,1,0,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,3,000,ARROBA,1,11.5,0,000, , , , ,3,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00009,2,1,2, , ,1,1,0,2,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,2,000,LATA,13,18,0,000, , , , ,1,000,1,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00070,6,1,2, , ,1,1,1,1,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00070,6,1,2, , ,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,171,000,KILOGRAMO,12,1,128,000,2,40,307,2.4,43,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00075,7,1,2, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,2,000,QUINTAL,18,50,1,500,120,00,180,2.4,0,500,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00120,11,1,2, , ,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,4,000,ARROBA,1,11.5,0,000, , , , ,4,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00137,12,1,2, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,1,000,QUINTAL,18,50,0,000, , , , ,0,750,0,250, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00149,15,1,2, , ,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,5,000,ARROBA,1,11.5,0,000, , , , ,5,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00294,00149,15,1,2, , ,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,50,000,KILOGRAMO,12,1,10,000,2,00,20,2,40,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00299,00003,0001,1,2,4,73.3803571429,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,20,000,KILO,12,1,0,000, , , , ,20,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00299,00060,0006,1,2,4,73.3803571429,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,200,000,KILO,12,1,100,000,2,000,200, ,100,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00299,00083,0009,1,2,4,73.3803571429,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,80,000,KILO,12,1,80,000,6,000,480, ,0,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00299,00094,0010,1,2,4,73.3803571429,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,80,000,KILO,12,1,80,000,6,000,480, ,0,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00014,0002,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,9,000,QUINTAL,18,50,6,000,80,000,480, ,3,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00081,0007,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,1,500,QUINTAL,18,50,0,000, , , , ,1,500,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00118,0010,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,7,000,QUINTAL,18,50,4,000,80,000,320, ,3,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00140,0011,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,2,500,QUINTAL,18,50,1,000,80,000,80, ,1,500,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00165,0013,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,10,000,QUINTAL,18,50,5,000,80,000,400, ,5,000,0,000, 
2015,20,PIURA,02,AYABACA,01,AYABACA,00304,00179,0014,1,2,4,79.025,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,                                    2809,CHANCACA,4106,5,000,QUINTAL,18,50,3,000,100,000,300, ,2,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00305,00094,9,1,2, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,1414,000,KILOGRAMO,12,1,1349,000,2,50,3373,2.5,43,000,22,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00305,00105,12,1,2, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,143,000,KILOGRAMO,12,1,125,000,2,50,313,2.5,18,000,0,000, 
2022,20,PIURA,02,AYABACA,01,AYABACA,00305,00115,15,1,2, , ,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,714,000,KILOGRAMO,12,1,645,000,2,50,1613,2.5,43,000,26,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00020,4,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,10,000,KILO,12,1,0,000, , , , ,10,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00035,7,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,20,000,KILO,12,1,0,000, , , , ,20,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00043,8,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,57,000,QUINTAL,18,50,57,000,100,00,5700,2,0,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00051,9,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,35,000,KILO,12,1,33,000,1,50,50,1.5,2,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00060,10,1,2,4,73.3803571428572,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,100,000,KILO,12,1,0,000, , , , ,100,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00067,11,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,17,000,KILO,12,1,17,000,7,00,119,7,0,000,0,000, 
2019,20,PIURA,02,AYABACA,01,AYABACA,00307,00077,12,1,2,4,73.3803571428572,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,17,000,QUINTAL,18,50,17,000,180,00,3060,3.6,0,000,0,000, 
2021,20,PIURA,02,AYABACA,01,AYABACA,00307,00095,14,1,2,4,74.6071428571428,1,1,0,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,10,000,QUINTAL,18,46,5,000,100,00,500,2.1739,5,000,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00312,00130,12,1,2,4,73.3803571428571,1,1,1,1,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106,3,000,QUINTAL,18,50,2,750,100,00,275, ,0,250,0,000, 
2017,20,PIURA,02,AYABACA,01,AYABACA,00312,00130,12,1,2,4,73.3803571428571,1,1,1,2,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111,5,000,LATA,13,15,4,000,50,00,200, ,1,000,0,000, 
